ID1,ID2,Latitude,Longitude,Elevation,Tmax01,Tmax02,Tmax03,Tmax04,Tmax05,Tmax06,Tmax07,Tmax08,Tmax09,Tmax10,Tmax11,Tmax12,Tmin01,Tmin02,Tmin03,Tmin04,Tmin05,Tmin06,Tmin07,Tmin08,Tmin09,Tmin10,Tmin11,Tmin12,Tave01,Tave02,Tave03,Tave04,Tave05,Tave06,Tave07,Tave08,Tave09,Tave10,Tave11,Tave12,PPT01,PPT02,PPT03,PPT04,PPT05,PPT06,PPT07,PPT08,PPT09,PPT10,PPT11,PPT12,Rad01,Rad02,Rad03,Rad04,Rad05,Rad06,Rad07,Rad08,Rad09,Rad10,Rad11,Rad12,DD_0_01,DD_0_02,DD_0_03,DD_0_04,DD_0_05,DD_0_06,DD_0_07,DD_0_08,DD_0_09,DD_0_10,DD_0_11,DD_0_12,DD5_01,DD5_02,DD5_03,DD5_04,DD5_05,DD5_06,DD5_07,DD5_08,DD5_09,DD5_10,DD5_11,DD5_12,DD_18_01,DD_18_02,DD_18_03,DD_18_04,DD_18_05,DD_18_06,DD_18_07,DD_18_08,DD_18_09,DD_18_10,DD_18_11,DD_18_12,DD18_01,DD18_02,DD18_03,DD18_04,DD18_05,DD18_06,DD18_07,DD18_08,DD18_09,DD18_10,DD18_11,DD18_12,NFFD01,NFFD02,NFFD03,NFFD04,NFFD05,NFFD06,NFFD07,NFFD08,NFFD09,NFFD10,NFFD11,NFFD12,PAS01,PAS02,PAS03,PAS04,PAS05,PAS06,PAS07,PAS08,PAS09,PAS10,PAS11,PAS12,Eref01,Eref02,Eref03,Eref04,Eref05,Eref06,Eref07,Eref08,Eref09,Eref10,Eref11,Eref12,CMD01,CMD02,CMD03,CMD04,CMD05,CMD06,CMD07,CMD08,CMD09,CMD10,CMD11,CMD12,RH01,RH02,RH03,RH04,RH05,RH06,RH07,RH08,RH09,RH10,RH11,RH12,CMI01,CMI02,CMI03,CMI04,CMI05,CMI06,CMI07,CMI08,CMI09,CMI10,CMI11,CMI12
1,1,51.335289,-117.5297595,1915,-7.1,-5.1,-0.8,3.9,10.3,12.6,18.4,17.9,10.7,2.5,-2.9,-6.3,-11.3,-9.2,-4.9,-3.1,-0.1,2.6,6.3,6,2.4,-2.3,-6.1,-8.4,-9.2,-7.2,-2.8,0.4,5.1,7.6,12.4,12,6.6,0.1,-4.5,-7.3,144,239,332,189,85,93,18,17,76,241,263,163,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,289,214,123,51,5,1,0,0,3,57,164,240,0,0,0,6,48,90,229,216,72,14,0,0,843,701,647,529,400,312,175,189,344,556,675,782,0,0,1,0,0,0,2,2,0,0,2,1,1,1,4,6,14,23,30,30,21,8,3,1,133,226,297,140,24,9,0,0,11,145,201,146,0,0,0,36,70,80,104,86,42,15,0,0,0,0,0,0,0,0,86,68,0,0,0,0,81,82,83,74,65,67,62,63,72,82,86,76,14.42,23.9,32.91,17.91,5.19,4.67,-6.61,-6.35,4.05,23.3,26.23,16.3
2,2,50.9769367,-115.9592102,1648,-6.3,-3.7,2,7.2,14.5,17.9,23.4,22.5,15.7,6.1,-0.8,-5.9,-15.4,-11.9,-6.6,-2.6,0.9,4.1,6.7,6,1.9,-2.6,-7.1,-12.6,-10.9,-7.8,-2.3,2.3,7.7,11,15,14.3,8.8,1.8,-4,-9.3,93,122,83,78,61,102,30,19,50,95,118,88,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,340,230,110,28,1,0,0,0,1,33,150,289,0,0,0,21,98,180,312,288,123,23,0,0,894,719,631,472,320,211,100,118,277,505,659,842,0,0,0,0,0,2,9,7,2,0,0,0,0,0,2,7,17,26,30,30,20,8,2,0,89,117,72,37,5,2,0,0,4,34,86,84,0,0,0,47,90,107,133,109,59,23,0,0,0,0,0,0,29,5,103,91,9,0,0,0,61,65,66,65,57,57,51,51,56,69,74,62,9.33,12.21,7.87,5.91,0.37,1.9,-9.2,-9.75,-1.7,8.01,11.72,8.85
3,3,51.0926042,-118.0422245,1761,-6.4,-4.7,-0.8,3.6,10.6,13.9,19.4,18.7,11.2,2.7,-2.7,-5.7,-10,-8.6,-4.2,-2.7,0.6,3.1,7.4,6.7,3.2,-1.9,-5.5,-7.2,-8.2,-6.7,-2.5,0.5,5.6,8.5,13.4,12.7,7.2,0.4,-4.1,-6.5,107,232,354,218,109,83,14,17,63,238,280,189,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,260,202,115,50,4,1,0,0,2,51,155,217,0,0,0,7,55,111,261,241,84,15,0,0,812,686,637,526,386,285,142,165,325,547,664,756,0,0,1,0,0,0,4,3,1,0,2,1,1,1,5,7,16,24,31,30,23,9,4,2,95,217,309,159,26,5,0,0,8,132,207,161,0,0,0,35,70,86,107,89,42,16,0,0,0,0,0,0,0,3,94,72,0,0,0,0,84,83,86,76,67,65,63,63,73,83,88,78,10.72,23.22,35.12,20.88,7.56,2.9,-7.38,-6.68,2.59,22.96,27.9,18.91
4,4,48.7919313,-125.156359,8,6.9,7.6,9,11.1,14.6,16.9,18.3,20.1,18.6,14.2,9.8,7.7,0.8,1.1,3.4,5.5,8,9.8,11.3,12.4,10.9,6.3,4.6,2.1,3.8,4.3,6.2,8.3,11.3,13.3,14.8,16.3,14.8,10.2,7.2,4.9,194,326,447,349,126,112,27,28,91,285,585,186,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,27,21,12,3,0,0,0,0,0,1,6,19,30,28,57,104,200,249,300,350,295,171,82,44,442,379,368,293,212,143,107,74,113,242,325,404,0,0,0,0,2,6,7,19,17,0,0,0,17,16,25,27,30,30,31,31,30,29,26,21,12,18,12,8,2,0,0,0,1,1,17,6,13,20,33,48,73,84,88,83,57,34,15,10,0,0,0,0,0,0,61,55,0,0,0,0,79,77,81,81,79,77,78,76,76,74,82,81,17.86,30.86,42.57,32.04,8.27,6.18,-2.81,-3.57,3.28,24.01,56.12,16.9
5,5,51.4666667,-116.5833333,1979,-7.2,-5.4,-0.5,4.4,11.5,14.4,19.2,18.6,12.3,4.2,-2.5,-7.5,-15.1,-12.5,-7.7,-4.1,-0.9,2.6,5.3,5,1.1,-3.7,-8.4,-13.3,-11.2,-8.9,-4.1,0.1,5.3,8.5,12.3,11.8,6.7,0.3,-5.5,-10.4,104,131,125,90,54,83,27,17,71,129,139,84,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,349,254,156,55,5,1,0,0,3,54,186,325,0,0,0,6,51,110,225,210,74,15,0,0,903,751,687,537,393,287,179,194,340,551,704,877,0,0,0,0,0,0,2,2,0,0,2,0,0,0,1,4,11,23,30,29,17,5,1,0,100,128,119,69,14,5,0,0,10,74,115,82,0,0,0,39,77,90,111,91,48,20,0,0,0,0,0,0,23,7,84,74,0,0,0,0,65,69,70,68,59,62,57,58,63,70,75,65,10.43,13.11,12.37,7.96,1.51,2.39,-6.63,-7.2,2.69,11.83,13.88,8.41
