ID1,ID2,Latitude,Longitude,Elevation,Tmax01,Tmax02,Tmax03,Tmax04,Tmax05,Tmax06,Tmax07,Tmax08,Tmax09,Tmax10,Tmax11,Tmax12,Tmin01,Tmin02,Tmin03,Tmin04,Tmin05,Tmin06,Tmin07,Tmin08,Tmin09,Tmin10,Tmin11,Tmin12,Tave01,Tave02,Tave03,Tave04,Tave05,Tave06,Tave07,Tave08,Tave09,Tave10,Tave11,Tave12,PPT01,PPT02,PPT03,PPT04,PPT05,PPT06,PPT07,PPT08,PPT09,PPT10,PPT11,PPT12,Rad01,Rad02,Rad03,Rad04,Rad05,Rad06,Rad07,Rad08,Rad09,Rad10,Rad11,Rad12,DD_0_01,DD_0_02,DD_0_03,DD_0_04,DD_0_05,DD_0_06,DD_0_07,DD_0_08,DD_0_09,DD_0_10,DD_0_11,DD_0_12,DD5_01,DD5_02,DD5_03,DD5_04,DD5_05,DD5_06,DD5_07,DD5_08,DD5_09,DD5_10,DD5_11,DD5_12,DD_18_01,DD_18_02,DD_18_03,DD_18_04,DD_18_05,DD_18_06,DD_18_07,DD_18_08,DD_18_09,DD_18_10,DD_18_11,DD_18_12,DD18_01,DD18_02,DD18_03,DD18_04,DD18_05,DD18_06,DD18_07,DD18_08,DD18_09,DD18_10,DD18_11,DD18_12,NFFD01,NFFD02,NFFD03,NFFD04,NFFD05,NFFD06,NFFD07,NFFD08,NFFD09,NFFD10,NFFD11,NFFD12,PAS01,PAS02,PAS03,PAS04,PAS05,PAS06,PAS07,PAS08,PAS09,PAS10,PAS11,PAS12,Eref01,Eref02,Eref03,Eref04,Eref05,Eref06,Eref07,Eref08,Eref09,Eref10,Eref11,Eref12,CMD01,CMD02,CMD03,CMD04,CMD05,CMD06,CMD07,CMD08,CMD09,CMD10,CMD11,CMD12,RH01,RH02,RH03,RH04,RH05,RH06,RH07,RH08,RH09,RH10,RH11,RH12,CMI01,CMI02,CMI03,CMI04,CMI05,CMI06,CMI07,CMI08,CMI09,CMI10,CMI11,CMI12
1,1,51.335289,-117.5297595,1915,-4.7,-3.7,-0.8,5.2,8.8,9.1,17.5,17,12.5,3,-1.8,-5.5,-8,-7.6,-5.5,-3.1,-1.4,2.2,6.2,5.6,2.5,-2.2,-4.6,-8.9,-6.4,-5.7,-3.1,1,3.7,5.7,11.8,11.3,7.5,0.4,-3.2,-7.2,306,170,302,171,57,274,105,52,54,311,265,175,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,215,178,131,42,11,3,0,0,2,52,132,237,0,0,0,8,30,54,211,194,92,15,0,0,756,658,657,510,444,370,192,210,315,547,636,778,0,1,2,0,0,0,2,2,1,0,2,1,2,1,3,6,9,22,30,29,21,8,5,1,243,152,276,112,25,63,2,2,6,175,175,155,0,0,0,40,65,61,98,82,47,16,0,0,0,0,0,0,8,0,0,30,0,0,0,0,86,83,80,70,65,76,64,64,67,80,88,87,30.61,17,29.96,15.81,3.16,24.61,2.75,-2.32,0.78,30.24,26.34,17.45
2,2,50.9769367,-115.9592102,1648,-4.1,-1.3,1.9,9,13,14.9,22.6,22.3,18.4,6,0.8,-5.5,-11.3,-12,-6.5,-2.9,-0.3,3.1,7.2,5.3,2.1,-3,-6.6,-13.1,-7.7,-6.7,-2.3,3,6.4,9,14.9,13.8,10.2,1.5,-2.9,-9.3,94,47,109,61,53,334,80,66,45,117,95,61,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,249,203,111,21,3,1,0,0,1,36,125,290,0,0,0,26,69,123,304,274,163,21,0,0,798,687,631,449,360,271,104,132,235,514,628,844,0,0,0,0,0,0,8,6,3,0,1,0,1,0,2,6,13,24,31,29,20,7,3,0,82,44,93,22,9,15,0,1,2,47,60,58,0,0,0,54,84,92,127,110,68,23,0,0,0,0,0,0,31,0,47,44,23,0,0,0,69,56,67,59,57,62,54,50,50,67,70,69,9.41,4.66,10.41,3.7,0.7,27.34,-3.39,-5.03,-4.57,10.2,9.21,6.11
3,3,51.0926042,-118.0422245,1761,-4.4,-3.5,-0.6,5.3,9.1,10,18,17.4,12.7,3.5,-1.7,-4.7,-7,-6.5,-5,-2.5,-0.9,2.7,6.9,6.4,3,-1.7,-3.8,-7.4,-5.7,-5,-2.8,1.4,4.1,6.4,12.5,11.9,7.8,0.9,-2.8,-6,264,191,275,174,66,264,98,46,42,303,264,205,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,197,162,123,37,9,2,0,0,2,44,121,204,0,0,0,10,34,65,232,214,99,18,0,0,735,640,648,499,432,350,172,191,305,532,623,742,0,1,1,0,0,0,2,2,1,0,2,1,3,2,4,7,11,23,31,30,23,10,6,2,197,164,247,106,26,45,2,1,4,147,163,169,0,0,0,40,66,65,100,83,47,17,0,0,0,0,0,0,0,0,2,37,6,0,0,0,88,87,81,72,66,76,65,65,68,81,91,89,26.4,19.06,27.3,16.12,3.96,23.27,2.01,-2.95,-0.4,29.4,26.2,20.48
4,4,48.7919313,-125.156359,8,7.2,8.8,8.3,11.7,13.9,14.2,16.9,19,18.7,13.1,10.1,6.7,1.9,3.3,2.1,5,6.5,9.1,11.5,11.7,9.2,7.2,5,2.6,4.6,6.1,5.2,8.4,10.2,11.7,14.2,15.4,14,10.1,7.6,4.7,516,286,441,237,112,173,40,25,24,380,401,412,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,22,13,16,3,0,0,0,0,0,1,5,20,38,51,38,106,169,200,285,323,270,169,89,39,420,330,399,290,236,191,122,94,134,244,313,410,0,0,0,0,0,3,6,13,13,0,0,0,20,22,21,27,29,30,31,31,29,30,26,22,24,7,22,5,3,2,0,0,0,1,10,15,13,20,33,53,75,67,75,78,62,30,15,11,0,0,0,0,0,0,35,53,38,0,0,0,82,81,79,78,76,83,83,77,70,80,83,82,49.94,26.52,42.12,20.43,6.85,13.5,-0.61,-3.28,-3.93,34.2,37.54,39.74
5,5,51.4666667,-116.5833333,1979,-4.8,-3.1,-0.2,5.6,9.8,11.6,19.1,18.4,14.7,4,-1.5,-7.1,-11.6,-12.6,-8,-4.5,-2,1.8,5.6,4.7,1.3,-4,-7.6,-13.6,-8.2,-7.8,-4.1,0.6,3.9,6.7,12.3,11.6,8,0,-4.5,-10.4,140,73,142,80,41,213,107,43,50,154,131,71,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,259,231,157,48,10,2,0,0,2,58,164,323,0,0,0,8,33,71,228,203,103,13,0,0,811,720,688,523,437,340,176,202,301,559,676,875,0,0,1,0,0,0,2,2,1,0,2,0,1,0,1,4,8,20,30,28,18,5,2,0,124,70,135,57,17,31,2,1,5,95,101,69,0,0,0,44,71,76,109,91,56,20,0,0,0,0,0,0,30,0,3,47,5,0,0,0,71,60,68,63,60,68,58,57,57,70,75,73,13.99,7.31,14.03,6.65,1.09,17.25,1.51,-4.54,-1.07,14.42,13.06,7.06
